Symbol,Company,FV,Sector,No Years,Price,Div Yield,5Y Avg Yield,Current Div,Payouts/ Year,Annualized,Previous Div,Ex-Date,Pay-Date,Low,High,DGR 1Y,DGR 3Y,DGR 5Y,DGR 10Y,TTR 1Y,TTR 3Y,Fair Value,FV %,,Streak Basis,Chowder Number,EPS 1Y,Revenue 1Y,NPM,CF/Share,ROE,Current R,Debt/Capital,ROTC,P/E,P/BV,PEG,New Member,Industry
FR,"First Industrial Realty Trust, Inc.",,Real Estate,10,46.67,2.53,2.45,0.295,4,1.18,0.270,3/30/22,4/18/22,46.38,66.74,8.34,7.79,7.22,,37.80,23.32,At Fair Value,0,Blended,Ex-date,10,10.86,7.01,50.49,2.19,11.79,1.55,0.45,3.01,32.98,3.70,2.91,,Equity Real Estate Investment Trusts (REITs)
FRAF,Franklin Financial Services Corporation,,Financials,8,29.05,4.41,3.53,0.32,4,1.28,0.310,8/5/21,8/25/21,28.05,35.00,5.84,5.56,8.62,1.64,11.46,1.44,In the Margin of Safety,-26,Blended,Ex-date,13,10.27,13.88,27.35,4.60,12.82,0.12,0.00,,8.41,1.10,0.54,,Banks
FRC,First Republic Bank,,Financials,9,134.62,0.80,0.69,0.27,4,1.08,0.220,4/27/22,5/12/22,133.37,222.86,10.01,6.92,6.58,,-2.34,18.02,In the Margin of Safety,-24,Blended,Ex-date,7,24.21,28.48,29.63,9.44,10.62,0.06,0.00,,20.25,2.33,1.44,,Banks
FRME,First Merchants Corporation,,Financials,11,36.22,3.53,2.62,0.32,4,1.28,0.290,6/2/22,6/17/22,36.12,46.12,11.54,9.65,14.87,40.04,-8.08,7.24,In the Margin of Safety,-27,Blended,Ex-date,18,25.41,15.36,39.09,3.82,11.33,0.06,0.00,,10.91,1.23,0.88,,Banks
FRT,Federal Realty Investment Trust,,Real Estate,55,93.85,4.56,3.93,1.07,4,4.28,1.060,9/21/21,10/15/21,92.82,140.51,0.95,1.70,1.94,4.54,24.60,-0.16,In the Margin of Safety,-11,Blended,Ex-date excl. specials,7,115.24,21.97,26.73,5.91,9.67,1.82,0.59,2.88,37.08,3.92,59.32,,Equity Real Estate Investment Trusts (REITs)
FSBW,"FS Bancorp, Inc.",,Financials,8,28.51,1.40,1.46,0.2,2,0.40,0.150,2/9/22,2/24/22,28.09,36.85,40.46,29.93,25.60,,-6.04,8.95,In the Margin of Safety,-1,Blended,Ex-date,27,-28.60,-4.64,27.10,22.87,13.61,0.06,0.00,,8.04,1.05,0.57,,Thrifts and Mortgage Finance
FSFG,"First Savings Financial Group, Inc.",,Financials,10,23.6,2.20,1.34,0.13,4,0.52,0.120,3/16/22,3/31/22,23.39,29.98,113.04,34.07,22.64,,11.72,12.45,In the Margin of Safety,-35,Blended,Ex-date,25,-59.77,-44.68,15.67,15.86,11.62,0.16,0.00,,8.50,0.98,0.58,,Banks
FSV,FirstService Corporation,,Real Estate,6,112.76,0.72,0.65,0.203,4,0.81,0.183,3/30/22,4/7/22,112.64,202.78,37.64,18.89,15.56,,-1.71,18.18,In the Margin of Safety,-36,Blended,Ex-date,16,0.00,31.97,3.78,3.24,15.74,1.71,0.46,7.54,49.97,7.79,1.42,,Real Estate Management and Development
FUL,H.B. Fuller Company,,Materials,53,60.63,1.25,1.37,0.19,4,0.76,0.168,4/20/22,5/5/22,59.17,81.73,3.08,2.62,3.66,8.37,6.09,12.19,In the Margin of Safety,-8,Blended,Ex-date,5,16.61,18.79,4.99,3.01,11.01,1.87,0.55,5.39,21.85,2.26,3.64,,Chemicals
FULT,Fulton Financial Corporation,,Financials,13,14.21,4.22,3.36,0.15,4,0.60,0.140,3/31/22,4/18/22,14.12,19.17,7.55,5.18,6.82,9.51,1.60,6.76,In the Margin of Safety,-22,Blended,Adjusted ex-date,11,16.66,1.71,29.81,0.20,10.27,0.06,0.00,,10.49,1.13,1.00,,Banks
FWRD,Forward Air Corporation,,Industrials,7,87.12,1.10,1.08,0.24,4,0.96,0.210,3/2/22,3/18/22,80.56,125.71,11.54,9.65,10.01,12.01,11.10,16.00,In the Margin of Safety,-49,Blended,Ex-date,11,149.06,33.26,7.78,6.39,24.57,1.74,0.35,13.99,18.74,4.30,0.47,,Air Freight and Logistics
FXNC,First National Corporation,,Financials,8,18.46,3.03,1.91,0.14,4,0.56,0.120,2/24/22,3/11/22,18.00,23.96,11.12,27.72,31.96,17.47,22.88,3.25,In the Margin of Safety,-43,Blended,Ex-date,35,0.12,36.32,23.65,1.95,12.11,0.13,0.00,,10.63,1.24,1.19,,Banks
G,Genpact Limited,,Information Technology,6,40.97,1.22,0.98,0.125,4,0.50,0.108,3/9/22,3/23/22,37.68,54.03,11.88,13.02,49.47,,2.60,8.39,In the Margin of Safety,-17,Blended,Ex-date,51,21.10,11.05,9.04,2.69,20.82,1.44,0.55,8.15,21.74,4.36,2.40,,IT Services
GABC,"German American Bancorp, Inc.",,Financials,10,35.42,2.60,2.05,0.23,4,0.92,0.210,2/9/22,2/20/22,34.19,43.79,10.26,11.53,12.07,8.71,-16.05,11.42,In the Margin of Safety,-7,Blended,Ex-date,15,3.32,12.48,32.22,4.42,11.64,0.13,0.00,,14.07,1.73,1.51,,Banks
GATX,GATX Corporation,,Industrials,12,94.08,2.21,2.31,0.52,4,2.08,0.500,2/24/22,3/31/22,84.50,127.59,4.13,4.31,4.52,5.62,35.80,20.14,At Fair Value,0,Blended,Ex-date,7,29.28,4.33,14.39,14.97,9.08,4.25,0.77,2.20,23.99,2.14,-6.88,,Trading Companies and Distributors
GBCI,"Glacier Bancorp, Inc.",,Financials,11,45.08,2.93,2.73,0.33,4,1.32,0.320,4/11/22,4/21/22,44.43,60.69,7.63,7.94,9.69,9.35,-9.77,11.18,In the Margin of Safety,-4,Blended,Declaration date excl. specials,13,-17.25,2.36,34.29,4.88,10.40,0.03,0.00,,19.09,1.90,1.87,,Banks
GBX,"The Greenbrier Companies, Inc.",,Industrials,7,36.46,2.96,3.01,0.27,4,1.08,0.250,1/27/20,2/18/20,36.17,53.46,0.00,2.60,5.41,,11.98,21.07,In the Margin of Safety,-19,Blended,Fiscal year ex-date,8,782.51,8.84,3.30,-5.11,4.99,2.34,0.52,1.62,19.24,1.16,-1.59,,Machinery
GCBC,"Greene County Bancorp, Inc.",,Financials,9,48.12,1.08,1.45,0.13,4,0.52,0.120,8/13/21,8/31/21,27.03,56.00,8.52,8.67,6.21,3.84,81.61,15.75,Above Fair Value,12,Blended,Ex-date,7,36.93,21.25,43.28,3.89,19.46,0.08,0.00,,13.22,2.43,0.61,,Thrifts and Mortgage Finance
GD,General Dynamics Corporation,,Industrials,31,211.89,2.38,2.25,1.26,4,5.04,1.190,4/7/22,5/6/22,182.66,254.99,8.19,8.57,9.39,9.74,36.10,15.46,At Fair Value,0,Blended,Declaration date,12,6.13,-0.25,8.53,22.35,19.67,1.49,0.43,8.98,20.62,3.74,4.08,,Aerospace and Defense
GFF,Griffon Corporation,,Industrials,11,26.22,1.37,1.64,0.09,4,0.36,0.080,11/26/21,12/16/21,17.56,33.38,9.68,6.06,9.10,23.87,-25.25,4.27,At Fair Value,0,Blended,Ex-date excl. specials,10,98.24,11.57,4.66,-0.47,12.53,2.83,0.71,5.98,9.94,1.18,0.58,,Building Products
GGG,Graco Inc.,,Industrials,25,56.92,1.48,1.14,0.21,4,0.84,0.188,1/14/22,2/2/22,56.48,81.09,8.43,11.49,11.42,10.49,-1.64,13.42,In the Margin of Safety,-29,Blended,Declaration date excl. specials,13,29.73,25.58,21.46,2.28,28.32,2.98,0.09,18.57,27.62,7.09,4.18,,Machinery
GHC,Graham Holdings Company,,Consumer Discretionary,6,543.29,1.16,1.07,1.58,4,6.32,1.510,2/2/22,2/17/22,537.90,675.00,4.27,4.34,4.52,-4.32,9.81,-2.57,At Fair Value,0,Blended,Ex-date,6,-23.10,18.09,9.90,45.33,8.05,1.70,0.20,2.93,9.05,0.67,0.46,,Diversified Consumer Services
GIC,Global Industrial Company,,Industrials,6,30.63,2.35,1.95,0.18,4,0.72,0.160,2/25/22,3/7/22,28.35,45.21,13.80,13.62,34.50,,-18.17,20.13,In the Margin of Safety,-31,Blended,Ex-date excl. specials,37,78.08,16.84,10.01,0.40,59.96,1.67,0.38,29.23,14.17,7.16,0.00,,Trading Companies and Distributors
GILD,"Gilead Sciences, Inc.",,Health Care,7,57.72,5.06,3.79,0.73,4,2.92,0.710,3/14/22,3/30/22,57.17,74.12,4.01,6.92,8.19,,-3.99,1.14,In the Margin of Safety,-5,Blended,Ex-date,13,1399.71,7.47,16.44,8.46,23.11,1.48,0.57,14.60,16.54,3.75,-0.93,,Biotechnology
GL,Globe Life Inc.,,Financials,16,90.44,0.92,0.82,0.208,4,0.83,0.198,4/1/22,4/29/22,85.25,108.61,31.67,15.56,11.62,15.52,5.19,8.06,In the Margin of Safety,-6,Blended,Pay date,13,5.89,13.51,14.18,14.49,9.93,0.41,0.24,6.55,13.91,1.45,1.21,,Insurance
GLPI,"Gaming and Leisure Properties, Inc.",,Real Estate,8,43.6,6.47,5.59,0.705,4,2.82,0.690,6/9/22,6/24/22,41.81,51.46,10.21,15.11,10.92,,17.71,13.20,At Fair Value,0,Blended,Ex-date excl. specials,17,19.81,7.03,42.79,3.48,17.29,19.71,0.67,5.45,21.35,3.72,1.45,,Equity Real Estate Investment Trusts (REITs)
GLW,Corning Incorporated,,Information Technology,12,31.37,3.44,2.67,0.27,4,1.08,0.240,2/25/22,3/30/22,30.96,43.47,10.01,10.19,12.08,14.76,-13.08,6.63,In the Margin of Safety,-20,Blended,Ex-date,16,-11.96,18.61,13.05,3.81,14.42,1.56,0.38,6.95,28.83,2.47,-1.38,,"Electronic Equipment, Instruments and Components"
GNTX,Gentex Corporation,,Consumer Discretionary,11,26.34,1.82,1.79,0.12,4,0.48,0.115,4/8/20,4/22/20,26.16,37.90,0.00,2.95,6.22,7.18,-17.08,14.05,In the Margin of Safety,0,Blended,Ex-date,8,-13.27,-6.97,19.52,1.23,17.22,4.00,0.01,12.18,20.69,3.55,4.10,,Auto Components
GNTY,"Guaranty Bancshares, Inc.",,Financials,5,35.75,2.46,2.26,0.22,4,0.88,0.200,3/25/22,4/13/22,31.65,44.60,11.36,12.71,,,-2.57,12.50,In the Margin of Safety,-1,Blended,Ex-date,,23.39,15.54,32.23,4.34,13.85,0.09,0.00,,10.69,1.45,,,Banks
GPC,Genuine Parts Company,,Consumer Discretionary,66,128.31,2.79,3.14,0.895,4,3.58,0.815,3/3/22,4/1/22,115.63,142.97,4.87,4.56,4.76,6.12,11.95,7.21,At Fair Value,0,Blended,Ex-date,8,261.99,16.51,4.71,9.50,26.70,1.17,0.55,11.58,19.42,4.97,2.79,,Distributors
GRC,The Gorman-Rupp Company,,Industrials,16,27.6,2.46,1.73,0.17,4,0.68,0.155,11/12/21,12/10/21,27.45,47.12,8.34,7.73,8.12,8.49,10.24,3.69,In the Margin of Safety,-35,Blended,Ex-date excl. specials,11,-12.07,-0.40,7.66,1.46,9.20,4.86,0.00,7.20,31.28,2.81,7.01,,Machinery
GRMN,Garmin Ltd.,,Consumer Discretionary,5,92.78,3.15,2.50,0.73,4,2.92,0.670,6/16/22,6/30/22,92.53,178.81,9.84,19.01,5.61,2.97,-8.25,13.77,In the Margin of Safety,-16,Blended,Ex-date,9,1.59,15.46,21.13,4.32,17.95,3.55,0.02,12.35,20.90,3.61,2.15,,Household Durables
GS,"The Goldman Sachs Group, Inc.",,Financials,11,284.98,2.81,1.92,2,4,8.00,1.250,8/31/21,9/29/21,278.32,426.16,45.00,31.34,22.77,17.88,2.95,22.37,In the Margin of Safety,-39,Blended,Ex-date,26,28.50,4.19,34.98,-48.26,17.39,1.66,0.84,,6.32,1.04,0.29,,Capital Markets
GSBC,"Great Southern Bancorp, Inc.",,Financials,9,57.7,2.77,2.51,0.4,4,1.60,0.360,6/24/22,7/12/22,49.53,62.70,4.42,4.63,10.05,7.03,6.76,7.87,At Fair Value,0,Blended,Ex-date excl. specials,13,19.59,8.84,33.08,6.87,12.19,0.10,0.00,,10.85,1.30,1.09,,Banks
GTY,Getty Realty Corp.,,Real Estate,10,25.09,6.54,5.20,0.41,4,1.64,0.390,12/22/21,1/6/22,24.66,33.45,5.27,6.09,8.59,5.03,6.58,1.54,In the Margin of Safety,-22,Blended,Ex-date excl. specials,15,11.68,10.91,40.45,1.94,8.94,2.54,0.47,3.72,20.94,1.80,-23.96,,Equity Real Estate Investment Trusts (REITs)
GWRS,"Global Water Resources, Inc.",,Utilities,6,12.61,2.34,2.48,0.025,12,0.30,0.024,12/15/21,12/30/21,12.54,21.25,0.97,0.98,4.06,,3.79,21.90,In the Margin of Safety,-46,Blended,Ex-date,6,780.94,7.65,11.05,0.93,15.66,1.05,0.80,3.17,79.89,12.72,0.00,,Water Utilities
GWW,"W.W. Grainger, Inc.",,Industrials,51,455.69,1.51,1.75,1.72,4,6.88,1.620,5/6/22,6/1/22,391.16,529.91,7.47,6.01,5.84,9.40,30.47,21.75,At Fair Value,0,Blended,Ex-date,7,58.79,14.36,8.62,19.11,55.92,2.55,0.54,22.83,22.73,12.67,1.26,,Trading Companies and Distributors
HBAN,Huntington Bancshares Incorporated,,Financials,12,11.84,5.24,4.38,0.155,4,0.62,0.150,12/16/21,1/3/22,11.80,17.79,1.67,4.80,15.26,16.72,-3.16,9.86,In the Margin of Safety,-29,Blended,Ex-date,21,-32.15,37.64,19.89,2.21,7.65,0.06,0.00,,18.45,1.30,6.46,,Banks
HBB,Hamilton Beach Brands Holding Company,,Consumer Discretionary,5,10.24,4.10,2.34,0.105,4,0.42,0.100,5/31/22,6/15/22,9.18,23.87,6.67,5.57,,,-34.31,-16.51,In the Margin of Safety,-69,Blended,Ex-date,,-10.93,3.70,3.91,-0.08,26.15,2.35,0.52,9.02,6.33,1.45,,,Household Durables
HBCP,"Home Bancorp, Inc.",,Financials,8,33.84,2.72,2.38,0.23,4,0.92,0.220,5/7/21,5/21/21,33.16,45.73,4.55,6.58,15.38,,15.80,9.95,In the Margin of Safety,-6,Blended,Ex-date,18,23.37,12.56,34.38,5.53,12.34,0.20,0.00,,8.28,1.03,0.60,,Thrifts and Mortgage Finance
HBNC,"Horizon Bancorp, Inc.",,Financials,12,16.72,3.59,2.89,0.15,4,0.60,0.130,10/7/21,10/22/21,15.66,23.80,-29.51,2.44,9.49,15.18,2.76,8.65,In the Margin of Safety,-30,Blended,Declaration date,13,17.18,9.55,37.03,2.27,13.21,0.03,0.00,,9.05,1.21,0.47,,Banks
HCKT,"The Hackett Group, Inc.",,Information Technology,9,18.46,2.38,2.02,0.11,4,0.44,0.100,3/24/22,4/8/22,16.92,24.78,6.50,6.44,9.54,,43.63,16.15,In the Margin of Safety,-5,Blended,Ex-date,12,599.17,24.14,15.80,1.54,31.14,2.17,0.03,21.18,15.69,4.98,1.35,,IT Services
HCSG,"Healthcare Services Group, Inc.",,Industrials,19,15.93,5.34,2.98,0.213,4,0.85,0.211,5/19/22,6/24/22,14.75,32.96,2.45,2.51,2.58,2.77,-31.08,-14.52,In the Margin of Safety,-56,Blended,Ex-date,8,-68.40,-3.37,1.96,0.05,6.93,3.02,0.06,5.14,42.61,3.08,-2.51,,Commercial Services and Supplies
HD,"The Home Depot, Inc.",,Consumer Discretionary,13,273.46,2.78,2.34,1.9,4,7.60,1.650,3/9/22,3/24/22,269.73,420.61,11.39,15.47,18.28,20.29,0.09,18.70,In the Margin of Safety,-15,Blended,Ex-date,21,15.07,7.94,10.83,13.47,84712.83,1.12,1.04,32.41,18.99,-180.88,1.02,,Specialty Retail
HEI,HEICO Corporation,,Industrials,17,128,0.14,0.16,0.09,2,0.18,0.080,6/30/21,7/15/21,122.94,159.29,12.50,11.46,15.65,16.43,22.21,17.56,At Fair Value,0,Blended,Declaration date excl. specials,16,29.37,18.46,16.66,3.02,14.27,3.40,0.09,9.16,57.18,8.07,4.26,,Aerospace and Defense
HEI.A,HEICO Corporation,,Industrials,18,103.65,0.17,0.18,0.09,2,0.18,0.080,6/30/21,7/15/21,103.07,139.65,12.50,11.46,15.65,16.43,11.81,14.88,At Fair Value,0,Blended,Declaration date excl. specials,16,29.37,18.46,16.66,3.02,14.27,3.40,0.09,9.16,47.23,6.66,3.52,,Aerospace and Defense
HESM,Hess Midstream LP,,Energy,5,29.3,7.50,8.36,0.55,4,2.20,0.517,5/4/22,5/13/22,22.33,35.71,12.98,12.16,,,44.66,22.08,In the Margin of Safety,-3,Blended,Ex-date,,-70.35,29.27,4.46,28.11,57.03,1.03,0.77,13.97,16.02,4.97,,,"Oil, Gas and Consumable Fuels"
HFBL,"Home Federal Bancorp, Inc. of Louisiana",,Financials,9,19.26,2.08,1.93,0.1,4,0.40,0.083,7/30/21,8/16/21,17.26,23.55,16.80,12.32,16.93,12.30,34.93,10.85,In the Margin of Safety,-7,Blended,Ex-date,19,0.22,1.82,24.87,7.96,9.74,0.16,0.00,,13.13,1.30,0.93,,Thrifts and Mortgage Finance
HFWA,Heritage Financial Corporation,,Financials,11,23.94,3.51,2.77,0.21,4,0.84,0.200,11/2/21,11/17/21,20.95,27.45,2.50,8.06,11.31,15.75,-8.41,-2.71,In the Margin of Safety,-19,Blended,Ex-date excl. specials,15,56.73,19.61,35.54,2.02,11.22,0.27,0.00,,9.62,1.08,0.65,,Banks
HI,"Hillenbrand, Inc.",,Industrials,14,38.76,2.24,2.41,0.218,4,0.87,0.215,12/16/21,12/30/21,38.47,54.15,1.18,1.19,1.20,1.24,-5.63,4.68,In the Margin of Safety,-7,Blended,Ex-date,3,0.00,35.95,6.81,4.89,16.27,1.41,0.52,10.04,16.38,2.55,1.38,,Machinery
HIFS,Hingham Institution for Savings,,Financials,15,280.99,0.81,0.91,0.57,4,2.28,0.550,4/29/22,5/11/22,270.50,432.19,17.52,13.57,10.90,7.71,21.92,27.28,At Fair Value,0,Blended,Pay date excl. specials,12,-3.23,-0.49,57.22,29.93,18.70,0.10,0.00,,11.68,2.02,0.56,,Thrifts and Mortgage Finance
HIG,"The Hartford Financial Services Group, Inc.",,Financials,12,64.37,2.39,2.35,0.385,4,1.54,0.350,11/30/21,1/4/22,59.86,78.17,10.95,8.53,10.81,13.91,9.90,15.89,In the Margin of Safety,-8,Blended,Pay date,13,56.96,7.75,11.42,10.99,15.25,1.96,0.24,9.78,9.69,1.53,0.27,,Insurance
HII,"Huntington Ingalls Industries, Inc.",,Industrials,10,201.06,2.35,1.82,1.18,4,4.72,1.140,11/24/21,12/10/21,175.50,228.66,6.92,13.67,16.10,,-0.84,0.92,In the Margin of Safety,-8,Blended,Ex-date,18,-19.80,4.76,5.46,15.76,22.33,1.16,0.55,8.57,14.98,2.84,6.71,,Aerospace and Defense
HLI,"Houlihan Lokey, Inc.",,Financials,7,76.99,2.75,2.10,0.53,4,2.12,0.430,6/1/22,6/15/22,76.01,122.62,32.31,16.79,19.36,,34.53,26.94,In the Margin of Safety,-14,Blended,Ex-date,22,41.72,48.84,19.29,11.34,31.01,0.92,0.13,,13.04,4.11,0.43,,Capital Markets
HLNE,Hamilton Lane Incorporated,,Financials,5,63.05,2.54,1.82,0.4,4,1.60,0.350,6/14/22,7/7/22,61.38,116.00,12.01,18.10,,,-11.31,23.22,In the Margin of Safety,-19,Blended,Ex-date,,42.88,7.70,39.68,4.65,37.25,1.91,0.27,11.46,19.21,8.31,0.13,,Capital Markets
HMN,Horace Mann Educators Corporation,,Financials,13,34.97,3.66,2.97,0.32,4,1.28,0.310,3/16/22,3/31/22,34.22,42.95,3.31,3.05,3.16,10.05,-0.04,9.21,In the Margin of Safety,-14,Blended,Ex-date,7,-31.26,-4.72,8.71,3.78,7.31,2.98,0.25,4.76,14.89,1.13,2.19,,Insurance
HNI,HNI Corporation,,Industrials,12,33.17,3.86,3.55,0.32,4,1.28,0.310,5/26/22,6/8/22,32.91,45.46,1.64,1.67,2.43,3.03,-3.49,4.28,In the Margin of Safety,-28,Blended,Ex-date,6,-27.76,15.30,2.60,2.11,9.83,1.16,0.38,6.29,27.15,2.70,-5.33,,Commercial Services and Supplies
HOFT,Hooker Furniture Corporation,,Consumer Discretionary,7,15.07,5.31,2.67,0.2,4,0.80,0.180,12/16/21,12/31/21,14.92,37.40,11.77,9.43,11.56,6.63,-46.49,-10.51,In the Margin of Safety,-106,Blended,Ex-date,17,-84.14,-3.39,0.95,-0.94,2.08,3.20,0.18,1.20,37.27,0.77,-1.32,,Household Durables
HOMB,"Home Bancshares, Inc. (Conway, AR)",,Financials,12,20.51,3.22,2.70,0.165,4,0.66,0.140,2/15/22,3/9/22,19.83,26.64,8.34,7.57,10.36,22.25,-14.45,11.78,In the Margin of Safety,-22,Blended,Ex-date excl. specials,14,-3.72,-0.97,42.76,2.18,10.97,0.26,0.00,,12.70,1.38,1.94,,Banks
HON,Honeywell International Inc.,,Industrials,12,179.88,2.18,2.04,0.98,4,3.92,0.930,11/10/21,12/3/21,174.42,236.86,4.38,6.87,8.68,10.49,-8.75,9.16,At Fair Value,0,Blended,Ex-date,11,15.36,5.17,15.30,7.40,28.39,1.22,0.52,11.28,25.56,7.22,7.55,,Industrial Conglomerates
HPQ,HP Inc.,,Information Technology,13,32.71,3.06,2.85,0.25,4,1.00,0.194,12/7/21,1/5/22,26.11,41.47,19.95,14.01,11.58,6.35,17.44,27.11,In the Margin of Safety,-3,Blended,Ex-date,15,102.34,7.22,9.62,5.50,31.50,0.82,1.23,58.78,6.47,-19.95,0.22,,"Technology Hardware, Storage and Peripherals"
HRB,"H&R Block, Inc.",,Consumer Discretionary,7,33.27,3.25,4.86,0.27,4,1.08,0.260,6/24/21,7/1/21,21.08,36.83,3.85,2.60,4.19,4.44,24.87,8.27,At Fair Value,0,Blended,Ex-date,7,-18.73,-21.89,16.07,0.48,278.77,1.11,0.99,15.07,10.19,92.65,1.92,,Diversified Consumer Services
HRL,Hormel Foods Corporation,,Consumer Staples,56,44.9,2.32,1.91,0.26,4,1.04,0.245,1/14/22,2/15/22,40.48,55.11,5.58,8.81,10.47,14.10,10.21,7.00,In the Margin of Safety,-2,Blended,Ex-date,13,7.50,26.25,7.71,2.25,13.67,2.28,0.32,8.49,29.64,3.90,27.15,,Food Products
HSY,The Hershey Company,,Consumer Staples,13,202.26,1.78,2.21,0.901,4,3.60,0.804,8/19/21,9/15/21,167.80,231.60,10.11,7.52,7.56,9.51,39.61,26.13,At Fair Value,0,Blended,Ex-date,9,16.08,11.10,17.30,10.33,62.53,0.96,0.65,18.20,27.95,15.43,1.27,,Food Products
HTA,"Healthcare Trust of America, Inc.",,Real Estate,10,27.47,4.73,4.36,0.325,4,1.30,0.320,10/1/21,10/11/21,26.36,34.83,-39.00,-7.62,-4.09,,17.37,7.94,At Fair Value,0,Blended,Pay date,1,63.64,4.42,12.11,1.67,2.97,1.74,0.50,1.75,73.78,2.24,20.17,,Equity Real Estate Investment Trusts (REITs)
HTH,Hilltop Holdings Inc.,,Financials,6,25.91,2.32,1.55,0.15,4,0.60,0.120,2/14/22,2/28/22,25.07,38.47,30.78,20.71,33.57,,-12.58,19.12,In the Margin of Safety,-3,Blended,Ex-date,36,-37.63,-23.63,16.46,10.52,11.60,0.48,0.00,,8.51,0.95,0.46,,Banks
HTLF,"Heartland Financial USA, Inc.",,Financials,8,41.22,2.62,1.68,0.27,4,1.08,0.250,11/12/21,11/30/21,40.35,54.00,23.18,21.01,19.76,9.71,-2.90,5.97,In the Margin of Safety,-43,Blended,Ex-date,22,12.32,17.97,30.22,8.12,10.55,0.05,0.00,,10.02,1.12,1.11,,Banks
HUBB,Hubbell Incorporated,,Industrials,15,173,2.43,2.49,1.05,4,4.20,0.980,11/29/21,12/15/21,170.76,212.54,7.41,8.04,8.83,10.11,0.41,18.76,At Fair Value,0,Blended,Ex-date,11,-2.14,-4.36,11.43,8.27,18.52,2.01,0.42,9.17,25.40,4.46,2.98,,Electrical Equipment
HUM,Humana Inc.,,Health Care,11,423.21,0.74,0.69,0.788,4,3.15,0.700,3/30/22,4/29/22,351.20,472.68,12.14,12.10,17.86,11.19,4.50,18.66,In the Margin of Safety,-10,Blended,Pay date,19,-16.42,10.92,3.47,26.54,20.57,1.54,0.47,10.77,18.39,3.60,0.97,,Healthcare Providers and Services
HURC,"Hurco Companies, Inc.",,Industrials,9,24.51,2.45,1.41,0.15,4,0.60,0.140,3/25/22,4/11/22,24.01,35.84,7.55,8.20,9.03,,-9.11,-6.29,In the Margin of Safety,-74,Blended,Pay date,11,450.04,25.27,3.65,3.42,3.95,3.60,0.04,3.74,20.53,0.81,-9.25,,Machinery
HVT,"Haverty Furniture Companies, Inc.",,Consumer Discretionary,9,25.06,4.47,3.73,0.28,4,1.12,0.250,6/1/22,6/17/22,24.35,43.92,26.59,11.58,16.81,,-19.25,16.65,In the Margin of Safety,-73,Blended,Ex-date excl. specials,21,23.12,26.07,8.94,5.54,34.21,1.47,0.48,14.94,5.36,1.76,0.19,,Specialty Retail
HWBK,"Hawthorn Bancshares, Inc.",,Financials,11,24.25,2.70,2.07,0.164,4,0.65,0.144,6/14/22,7/1/22,20.72,26.41,24.74,19.04,27.07,15.96,26.62,9.50,In the Margin of Safety,-19,Blended,Ex-date excl. specials,30,22.57,11.74,29.80,4.58,17.57,0.05,0.00,,7.18,1.25,0.27,,Banks
HWKN,"Hawkins, Inc.",,Materials,18,35.67,1.57,1.91,0.14,4,0.56,0.130,2/17/22,3/4/22,29.93,48.12,10.88,15.40,4.47,5.03,38.85,38.05,At Fair Value,0,Blended,Ex-date excl. specials,6,26.24,29.77,6.66,2.05,18.16,2.25,0.32,10.93,18.58,3.16,1.03,,Chemicals
HY,"Hyster-Yale Materials Handling, Inc.",,Industrials,10,32.97,3.91,2.45,0.323,4,1.29,0.318,5/28/21,6/15/21,29.95,75.89,1.58,1.33,1.80,,-60.84,-16.82,In the Margin of Safety,-3,Blended,Ex-date,6,0.00,14.96,-6.43,-8.76,-44.15,1.18,0.58,-8.20,-2.75,1.73,0.00,,Machinery
IBCP,Independent Bank Corporation,,Financials,8,18.3,4.81,3.61,0.22,4,0.88,0.210,2/3/22,2/15/22,17.87,26.00,4.94,10.50,18.75,,-3.45,4.99,In the Margin of Safety,-22,Blended,Ex-date,24,-18.19,-4.61,28.74,5.31,15.84,0.04,0.00,,8.02,1.32,0.43,,Banks
IBM,International Business Machines Corporation,,Information Technology,27,135.67,4.86,4.84,1.65,4,6.60,1.640,5/9/22,6/10/22,114.56,147.50,0.62,1.47,3.22,8.14,2.42,2.23,At Fair Value,0,Blended,Ex-date,8,-45.52,-23.75,9.46,12.41,24.48,0.92,0.76,4.81,23.47,6.14,-1.46,,IT Services
IBOC,International Bancshares Corporation,,Financials,13,39,3.08,2.69,0.6,2,1.20,0.550,8/19/21,9/3/21,37.72,46.67,9.10,9.27,13.40,11.90,-6.43,6.90,In the Margin of Safety,-16,Blended,Ex-date,16,39.88,18.81,43.38,4.35,11.83,0.27,0.00,,10.43,1.25,0.70,,Banks
IBTX,"Independent Bank Group, Inc.",,Financials,9,66.38,2.29,1.93,0.38,4,1.52,0.360,2/9/22,2/17/22,62.82,79.66,27.28,27.85,31.21,,0.39,13.81,In the Margin of Safety,-3,Blended,Ex-date,34,-0.22,1.83,36.50,5.19,8.60,0.12,0.00,,14.19,1.21,1.36,,Banks
ICE,"Intercontinental Exchange, Inc.",,Financials,9,94.85,1.60,1.21,0.38,4,1.52,0.330,3/16/22,3/31/22,93.35,139.79,11.39,11.25,14.05,,19.61,21.63,In the Margin of Safety,-28,Blended,Ex-date,16,92.64,15.53,56.14,5.60,19.10,1.01,0.39,6.17,18.25,3.26,0.81,,Capital Markets
